region,education,gender,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
30,2,0,1,35,5,8,1,0,88,1
2,1,0,1,46,5,18,0,0,84,1
22,1,0,1,29,3,1,1,0,66,1
26,2,1,1,42,3,15,1,0,83,1
7,2,0,1,41,1,7,1,0,80,1
25,1,1,1,27,3,8,1,0,48,1
22,1,1,1,29,5,4,0,0,64,1
7,2,1,1,38,5,5,1,0,84,1
13,2,0,1,34,5,6,1,0,54,1
2,2,0,1,37,5,8,0,0,86,1
2,1,0,1,42,5,11,0,0,81,1
2,2,0,1,53,5,19,0,0,59,1
29,1,1,1,27,3,3,1,0,98,1
22,1,0,3,36,4,6,1,0,60,1
15,1,1,1,41,5,4,1,0,81,1
28,1,1,1,29,3,4,1,0,74,1
8,1,1,1,28,5,4,1,0,84,1
22,1,1,1,36,4,8,1,0,61,1
22,1,1,1,28,5,4,1,0,49,1
15,2,1,1,38,5,7,0,0,75,1
2,2,1,1,50,5,16,1,0,45,1
27,0,1,1,31,3,3,1,0,97,1
31,1,1,1,35,4,7,1,0,59,1
15,1,1,3,32,3,4,1,0,77,1
22,2,1,1,42,3,17,0,0,82,1
28,1,1,2,30,3,7,0,0,89,1
2,1,0,1,41,3,10,0,0,72,1
32,1,1,1,29,2,9,0,0,65,1
4,2,1,1,32,3,5,0,0,74,1
2,1,1,1,47,5,16,0,0,64,1
10,2,1,1,42,5,12,1,0,50,1
7,0,1,1,37,5,4,1,0,49,1
2,0,1,4,24,3,1,0,0,83,1
4,1,0,1,31,5,2,1,0,55,1
32,1,0,1,33,2,3,1,0,58,1
13,2,1,1,45,3,8,0,0,73,1
10,1,1,1,32,5,5,0,0,81,1
15,0,1,1,33,5,7,1,1,91,1
22,1,1,1,27,5,3,0,0,92,1
2,2,1,1,33,5,6,0,1,93,1
23,2,0,1,33,3,6,0,0,86,1
22,2,1,1,37,5,11,1,0,93,1
22,1,1,2,27,3,1,0,0,85,1
27,2,1,1,33,5,4,0,0,88,1
7,1,0,1,30,2,4,1,0,68,1
7,1,1,1,26,3,2,0,0,86,1
2,1,1,1,27,3,3,1,0,59,1
3,1,1,1,29,3,7,1,1,48,1
27,1,1,1,30,3,2,1,0,48,1
27,1,0,1,27,5,2,1,0,79,1
22,1,1,1,32,5,7,0,0,83,1
22,2,0,1,40,5,4,0,0,73,1
1,1,1,1,33,5,5,1,0,54,1
22,1,1,1,28,3,1,1,0,49,1
28,1,0,1,30,3,1,1,0,59,1
2,1,0,1,30,3,1,1,1,71,1
22,1,0,1,37,5,8,1,0,90,1
13,2,0,2,37,5,3,1,0,86,1
7,1,1,1,39,3,13,0,0,82,1
22,2,1,1,50,5,18,0,0,74,1
13,1,1,1,29,3,3,1,0,60,1
4,1,0,1,29,5,2,1,0,73,1
13,1,1,1,35,5,5,1,1,80,1
2,1,1,1,31,5,7,1,0,53,1
22,1,1,1,35,5,9,1,0,59,1
16,2,1,1,34,5,8,1,1,87,1
2,1,1,1,34,4,6,1,0,46,1
4,1,0,1,28,3,2,1,0,80,1
7,1,1,1,33,5,4,0,0,82,1
2,1,1,4,33,4,7,0,0,82,1
7,2,1,1,41,4,11,1,0,87,1
13,1,0,1,39,4,7,1,0,51,1
22,1,1,2,30,5,4,1,0,86,1
2,1,0,1,58,4,25,1,0,67,1
7,1,0,1,43,2,2,1,0,75,1
23,1,1,1,29,5,3,0,0,80,1
13,1,1,1,29,3,6,1,0,78,1
2,1,1,1,28,3,1,1,0,84,1
7,2,0,1,34,5,3,1,0,72,1
15,2,1,1,31,5,7,1,0,81,1
22,2,1,1,42,3,15,1,0,59,1
32,1,1,1,34,3,10,1,0,59,1
2,1,1,2,42,3,10,1,0,82,1
2,1,0,1,37,5,4,1,0,73,1
2,2,1,1,54,3,23,1,0,59,1
22,1,1,2,30,5,4,0,0,85,1
13,2,0,1,36,3,4,0,0,83,1
7,1,1,1,26,3,2,0,0,59,1
32,2,0,1,42,5,12,0,0,73,1
15,1,1,1,40,3,9,1,0,50,1
2,2,1,1,39,3,9,0,0,62,1
3,2,1,1,37,3,10,1,0,92,1
22,1,1,2,28,4,3,1,0,78,1
27,1,1,3,30,3,2,1,0,52,1
7,1,1,2,40,5,4,0,1,63,1
7,1,1,1,26,5,2,0,0,80,1
2,1,1,1,60,5,9,0,1,80,1
4,2,1,1,36,3,2,0,0,65,1
2,2,1,1,40,3,11,1,0,49,1
13,1,1,1,29,3,1,1,0,50,1
13,1,1,1,35,5,7,1,1,91,1
22,2,1,1,37,3,3,1,1,58,1
27,1,1,2,32,3,1,1,0,86,1
15,0,1,1,33,3,5,1,0,63,1
2,0,1,1,24,3,1,1,0,49,1
30,1,0,1,32,4,9,1,0,97,1
2,1,1,1,30,4,3,1,0,50,1
31,2,0,2,34,5,5,0,0,66,1
19,1,1,2,39,3,9,0,0,71,1
2,1,1,1,32,3,6,1,0,85,1
7,2,1,2,43,3,12,1,0,48,1
2,1,1,1,41,5,11,0,0,66,1
7,1,1,1,31,5,5,1,0,49,1
31,1,0,1,30,3,3,1,0,90,1
27,2,1,1,46,3,17,0,0,69,1
13,1,1,1,37,3,4,1,0,52,1
17,1,0,1,29,5,2,0,0,89,1
27,2,0,2,36,4,7,1,0,89,1
27,1,0,1,28,4,3,1,0,48,1
13,1,1,1,33,4,6,0,0,61,1
2,1,1,2,31,5,5,0,0,60,1
4,2,1,1,47,3,6,0,1,76,1
14,2,1,1,40,5,5,1,0,51,1
2,1,0,1,32,5,3,1,0,49,1
2,2,1,1,49,5,18,1,0,75,1
22,2,1,1,32,5,7,1,0,50,1
25,2,1,1,42,5,12,1,0,45,1
2,1,0,1,34,3,9,0,0,83,1
27,1,1,1,25,4,3,1,1,96,1
22,1,0,1,33,5,7,1,0,64,1
2,2,0,1,40,4,6,1,0,71,1
13,1,1,1,39,4,12,1,0,62,1
2,2,1,2,60,5,32,1,0,69,1
11,1,1,1,34,5,2,1,0,54,1
7,2,1,1,37,5,5,1,1,97,1
2,1,1,1,48,5,6,1,0,84,1
11,1,0,1,32,1,5,1,0,71,1
2,2,1,1,35,3,4,1,1,49,1
4,2,1,1,48,3,20,1,0,59,1
7,1,1,1,32,2,8,0,0,91,1
32,1,1,1,29,3,4,1,0,50,1
4,2,1,1,39,3,7,0,0,64,1
22,1,1,1,35,3,5,1,0,60,1
5,1,1,1,33,5,4,1,0,81,1
23,2,0,1,34,5,2,1,0,61,1
29,1,1,1,28,5,6,1,1,92,1
22,1,1,1,36,5,7,1,0,52,1
7,0,1,1,24,3,2,0,0,73,1
2,2,1,1,38,5,7,1,0,68,1
22,2,1,2,35,5,9,1,0,86,1
26,1,1,1,32,3,4,1,0,60,1
12,1,1,1,26,4,1,1,0,96,1
13,1,1,1,27,5,5,1,0,95,1
23,1,0,1,35,5,7,1,0,71,1
2,2,1,1,56,3,29,1,0,90,1
7,2,1,1,41,4,11,1,0,71,1
16,1,0,2,27,4,5,1,0,81,1
2,1,1,1,31,3,2,1,0,91,1
23,2,1,1,35,5,3,1,0,71,1
26,0,1,1,25,5,2,1,0,74,1
2,1,0,1,26,5,4,1,0,70,1
17,1,1,1,26,5,2,0,0,72,1
15,1,1,2,30,3,5,1,0,51,1
13,1,0,2,38,4,11,1,0,60,1
4,1,1,1,33,3,6,0,0,82,1
7,1,0,1,28,5,3,0,0,92,1
2,1,0,1,37,5,5,0,0,76,1
22,1,1,1,28,3,3,1,0,89,1
11,1,1,1,28,5,2,1,0,45,1
1,1,1,1,27,3,3,1,0,65,1
13,2,1,1,50,5,8,1,0,61,1
22,1,1,2,35,5,8,0,1,91,1
26,2,1,1,35,5,10,0,0,70,1
22,2,1,2,34,5,8,0,0,73,1
3,2,1,1,34,5,8,1,0,62,1
22,1,1,2,34,5,3,1,0,60,1
4,1,1,1,29,5,5,1,0,77,1
2,2,0,1,45,5,8,1,0,93,1
2,2,1,1,34,5,5,0,1,66,1
22,0,1,1,22,3,1,0,0,62,1
30,1,1,1,34,3,6,1,0,47,1
13,1,1,3,37,5,8,0,0,68,1
2,1,1,1,38,4,3,0,1,88,1
17,1,0,1,30,3,5,1,0,72,1
2,1,1,1,48,3,16,0,0,84,1
7,2,1,1,46,5,16,0,0,75,1
7,2,0,1,36,5,9,0,0,81,1
2,1,1,2,25,5,2,1,0,50,1
2,1,1,1,49,5,4,1,0,59,1
17,1,0,1,48,4,19,1,0,83,1
27,1,1,1,28,5,3,1,0,98,1
2,1,1,1,28,5,2,1,0,56,1
17,1,1,1,28,3,1,1,0,54,1
18,1,0,1,30,5,6,1,0,61,1
15,1,1,1,28,5,2,0,1,72,1
26,1,1,1,27,3,1,1,0,58,1
28,1,1,1,36,5,5,0,0,61,1
22,1,1,1,26,3,1,0,0,80,1
1,2,1,1,35,4,8,0,0,85,1
19,1,1,1,33,5,7,1,0,65,1
11,1,1,2,30,5,3,0,1,98,1
7,1,0,1,29,3,2,0,0,72,1
16,2,1,1,35,3,6,0,0,61,1
22,1,1,1,31,3,1,1,0,60,1
25,1,1,1,29,5,8,1,0,81,1
22,1,0,2,34,5,9,0,0,84,1
25,2,1,1,32,2,5,1,0,48,1
4,2,1,1,49,4,6,1,0,64,1
2,2,0,1,44,3,6,1,0,69,1
13,2,1,1,31,2,7,1,0,79,1
13,2,1,1,40,5,2,0,0,72,1
22,1,1,1,30,5,3,1,0,91,1
2,1,0,1,31,3,5,0,0,58,1
4,1,1,1,32,3,6,0,0,57,1
7,0,1,1,25,5,3,1,0,50,1
14,1,1,1,27,5,3,1,0,45,1
31,2,0,1,32,4,5,1,0,82,1
7,1,0,1,31,3,6,0,0,64,1
22,2,1,1,37,5,2,1,0,68,1
25,2,0,1,34,5,3,1,0,53,1
22,1,1,2,31,3,7,1,0,86,1
2,1,0,1,54,3,12,1,0,68,1
13,1,1,1,42,5,15,0,0,82,1
28,0,1,1,34,3,6,1,0,86,1
11,1,1,1,31,3,4,1,0,81,1
23,1,0,1,33,5,3,1,1,69,1
2,0,1,3,25,5,2,0,0,91,1
15,1,0,1,36,3,7,1,0,54,1
33,1,1,1,27,5,4,1,0,56,1
7,2,0,1,35,3,10,1,0,63,1
22,1,1,1,31,5,2,1,0,95,1
22,1,0,1,27,5,3,1,0,49,1
13,2,1,1,36,3,9,0,1,79,1
25,2,0,1,36,5,3,1,0,58,1
23,2,0,1,37,5,8,1,0,47,1
2,1,0,3,27,5,4,1,0,90,1
7,1,1,1,29,5,2,1,0,80,1
24,1,0,1,31,5,5,1,1,60,1
30,1,0,1,28,4,4,1,0,58,1
13,1,1,1,36,4,10,1,0,59,1
22,1,1,2,27,5,5,1,0,86,1
22,1,1,1,28,1,4,0,0,86,1
4,1,1,1,38,5,11,1,0,62,1
28,2,1,1,32,5,3,1,0,85,1
2,1,1,1,40,5,10,1,0,50,1
7,2,1,1,39,5,10,1,0,58,1
17,1,0,1,29,3,7,1,1,79,1
27,2,1,1,39,3,5,1,0,81,1
2,2,1,1,39,5,4,0,0,72,1
7,1,0,1,32,3,6,0,0,81,1
31,1,1,1,36,4,7,1,0,91,1
7,1,1,1,32,5,4,1,0,58,1
7,1,1,2,45,3,4,0,0,80,1
8,2,0,1,33,3,4,1,0,67,1
26,1,1,1,41,3,4,0,0,86,1
2,1,1,3,29,3,2,1,1,92,1
34,2,0,1,34,3,6,0,0,70,1
23,1,1,1,26,3,2,1,0,81,1
2,2,0,1,36,5,10,1,0,78,1
22,1,1,2,28,3,1,0,0,89,1
27,1,1,1,40,4,9,1,0,61,1
10,1,1,1,30,2,6,1,0,60,1
20,1,0,1,28,3,1,1,0,70,1
22,1,1,1,26,4,2,1,0,51,1
4,1,1,1,39,5,8,1,0,90,1
31,1,0,1,39,5,6,1,0,65,1
20,1,1,1,31,5,4,1,0,61,1
17,1,0,1,30,3,4,0,0,88,1
26,2,1,1,52,5,7,1,0,81,1
26,1,1,1,30,5,3,1,0,85,1
7,2,1,1,35,5,8,1,0,87,1
28,2,1,1,32,4,4,1,0,57,1
2,1,1,1,24,5,2,1,1,92,1
7,1,1,1,35,5,8,1,0,88,1
13,2,1,1,41,5,2,0,0,61,1
2,1,1,1,23,3,2,1,0,54,1
14,1,1,1,31,3,7,1,0,59,1
19,1,0,1,28,3,1,1,0,54,1
2,2,0,1,35,2,7,0,0,69,1
16,1,1,1,51,5,22,1,0,62,1
4,2,0,1,33,4,6,1,0,53,1
7,1,0,2,34,3,8,1,0,53,1
25,2,1,1,43,3,3,0,0,64,1
8,1,1,1,26,5,2,1,0,75,1
22,2,1,1,49,5,18,1,0,62,1
2,2,0,1,32,4,7,0,0,93,1
14,1,1,1,46,4,4,1,0,95,1
22,2,0,3,35,3,9,0,0,70,1
22,2,0,1,31,5,6,1,0,67,1
15,1,1,1,30,5,4,1,0,55,1
13,1,1,1,30,3,1,1,0,84,1
25,2,1,1,37,3,9,1,0,51,1
31,1,1,1,29,3,6,1,0,94,1
26,1,1,1,32,3,5,0,0,62,1
2,1,1,1,27,5,3,1,0,82,1
13,2,0,2,35,5,8,0,0,90,1
29,1,1,1,35,5,7,1,0,69,1
2,0,0,1,20,3,2,0,0,89,1
2,1,0,1,59,4,19,0,1,92,1
7,1,1,2,31,3,6,1,0,88,1
2,0,1,1,23,3,1,1,0,47,1
13,1,1,1,28,5,2,0,0,61,1
1,1,1,2,29,5,5,0,0,66,1
4,1,0,1,37,3,3,1,1,60,1
7,1,1,1,50,3,12,1,0,53,1
11,1,1,1,30,3,2,1,0,91,1
24,1,0,1,32,3,3,1,0,59,1
2,2,1,1,37,3,9,1,0,48,1
27,1,0,1,28,3,4,1,1,80,1
25,1,1,1,27,5,8,1,0,85,1
2,2,1,1,34,3,8,1,0,84,1
2,1,0,1,30,3,2,1,1,94,1
2,2,0,1,38,4,11,1,0,47,1
4,1,1,1,29,3,3,0,0,95,1
2,1,1,1,35,5,7,0,0,87,1
27,2,1,1,42,3,4,1,0,61,1
26,1,1,1,35,3,9,1,0,89,1
15,1,0,1,44,5,6,1,0,60,1
11,1,1,1,27,3,1,1,0,79,1
4,2,1,1,35,3,3,1,0,54,1
29,1,0,1,28,5,4,0,0,83,1
15,1,1,1,26,5,3,0,1,80,1
14,1,1,1,41,5,13,1,0,92,1
11,2,1,1,41,5,15,1,0,70,1
16,0,1,2,24,4,3,1,0,81,1
22,1,1,2,27,4,4,1,0,53,1
17,0,0,1,31,3,3,1,0,70,1
7,1,1,1,30,3,5,1,0,50,1
2,1,0,1,33,3,5,0,0,80,1
22,1,1,3,31,5,6,1,0,84,1
21,1,1,2,29,5,2,1,0,84,1
2,1,1,1,43,3,11,1,0,87,1
11,1,1,1,28,3,2,1,0,54,1
7,2,1,1,34,3,8,1,0,54,1
25,2,1,1,38,5,7,1,0,51,1
15,2,0,1,30,3,5,0,0,82,1
2,1,1,1,39,3,7,0,1,94,1
2,2,1,1,54,5,10,1,0,48,1
7,2,1,1,35,3,7,1,0,70,1
31,1,1,1,40,5,12,1,0,63,1
28,2,1,1,44,2,14,1,0,48,1
25,1,1,1,28,5,4,1,0,49,1
2,0,1,2,24,3,1,0,0,65,1
31,2,1,1,42,5,3,1,0,69,1
31,1,1,1,28,5,6,1,0,90,1
13,2,1,1,45,3,14,1,0,53,1
2,1,1,2,60,5,14,1,0,70,1
7,2,1,1,48,4,15,0,0,60,1
2,1,1,2,48,5,15,1,0,78,1
2,1,1,1,27,5,3,0,0,83,1
17,1,0,1,42,5,3,0,0,77,1
2,2,1,2,39,3,9,1,0,95,1
17,1,0,1,36,2,8,0,0,86,1
22,1,1,1,27,3,4,1,0,78,1
2,2,0,1,33,5,3,0,0,85,1
7,1,1,1,44,5,17,0,0,64,1
28,2,1,1,37,2,7,0,0,82,1
8,1,1,1,27,5,3,1,0,97,1
22,1,1,2,26,3,3,0,0,67,1
13,1,1,1,24,5,3,1,0,62,1
2,1,1,1,38,5,9,1,0,87,1
32,1,1,1,30,3,5,1,1,56,1
2,2,1,1,31,3,6,1,0,95,1
17,1,1,1,31,5,6,1,0,80,1
15,1,0,1,36,5,7,1,0,48,1
12,1,0,2,30,3,1,1,0,57,1
7,1,1,2,26,4,3,1,0,46,1
28,2,1,1,33,2,4,1,0,91,1
2,2,1,1,38,5,2,1,0,50,1
15,1,1,1,38,5,7,1,0,79,1
23,2,1,1,34,4,7,0,0,70,1
2,1,1,1,34,3,8,1,0,62,1
4,1,1,1,31,3,5,1,0,45,1
2,1,1,1,32,3,2,1,0,77,1
2,1,1,1,27,5,3,1,0,52,1
22,1,0,1,49,5,20,1,0,59,1
4,1,1,1,30,3,5,1,0,46,1
2,1,1,2,60,5,34,1,0,87,1
22,2,1,1,38,5,12,1,0,50,1
13,1,0,1,27,5,3,0,0,81,1
2,2,0,1,39,4,7,1,0,50,1
16,1,1,1,45,5,6,0,0,89,1
7,2,0,2,36,5,5,0,0,93,1
7,2,1,1,38,2,8,1,0,56,1
13,1,1,1,32,5,2,0,1,60,1
2,2,1,2,36,5,10,0,0,65,1
7,1,0,2,32,3,6,1,0,90,1
22,1,1,1,28,5,4,1,0,57,1
5,1,1,1,31,5,7,1,1,99,1
13,1,1,1,32,3,3,0,0,63,1
2,1,0,2,35,2,8,1,0,84,1
7,2,1,1,36,5,3,1,0,85,1
7,2,1,1,46,4,14,1,0,79,1
22,2,0,1,46,4,5,1,0,62,1
17,1,0,1,32,5,9,1,0,72,1
31,1,1,3,27,5,3,1,0,56,1
26,1,1,1,23,3,1,1,0,88,1
4,1,0,3,32,2,1,1,0,61,1
22,1,1,1,28,3,1,0,0,75,1
27,1,1,1,27,5,3,1,0,58,1
4,2,0,1,34,5,6,1,0,60,1
22,1,1,2,29,5,5,0,1,82,1
13,2,1,2,38,3,4,1,0,83,1
2,1,1,1,51,5,11,0,0,96,1
23,2,0,1,37,4,3,1,0,78,1
11,2,1,1,33,3,4,1,0,87,1
22,2,1,2,32,4,6,0,1,91,1
7,1,1,1,37,3,4,1,0,94,1
31,2,1,1,35,3,2,1,0,97,1
9,1,1,1,32,3,9,1,0,59,1
23,1,1,2,37,3,10,1,0,81,1
22,1,1,1,28,5,3,1,0,76,1
22,1,1,1,36,5,7,0,0,71,1
22,1,0,1,27,4,2,1,0,88,1
30,1,0,1,33,5,2,1,0,69,1
7,2,1,1,35,5,4,1,0,68,1
7,2,0,1,39,5,5,1,0,69,1
2,1,1,1,40,5,8,0,0,66,1
17,1,0,1,34,3,4,1,0,61,1
27,2,0,1,38,5,8,1,0,64,1
10,2,0,1,31,4,5,1,0,89,1
23,2,1,1,44,5,5,1,0,85,1
2,1,1,1,26,1,5,1,0,79,1
7,1,1,1,42,1,14,1,0,49,1
7,2,1,3,48,2,19,1,0,73,1
32,1,0,1,33,5,3,1,0,45,1
7,1,1,1,30,3,3,1,0,81,1
2,2,1,1,54,5,13,0,0,72,1
7,2,0,1,34,5,10,1,0,81,1
26,1,0,1,29,5,2,1,0,56,1
7,2,1,1,45,5,15,0,0,80,1
28,2,1,2,39,5,10,0,0,82,1
23,2,1,1,34,3,5,1,0,78,1
22,1,1,1,33,3,9,0,0,69,1
22,2,1,1,36,5,7,1,0,69,1
32,1,1,2,30,3,1,0,0,65,1
17,2,0,1,34,3,3,1,0,71,1
7,2,1,1,37,4,2,1,0,48,1
23,2,0,2,32,1,2,1,0,78,1
2,1,1,1,24,4,2,0,0,81,1
13,1,0,1,33,5,6,1,0,71,1
13,2,0,1,41,5,13,1,0,70,1
14,0,1,1,22,3,1,0,0,63,1
26,1,0,1,31,5,6,1,0,59,1
2,1,0,1,42,4,2,1,1,80,1
7,2,0,1,36,5,2,0,0,59,1
4,2,1,1,41,5,8,1,1,85,1
13,2,0,1,35,5,4,0,0,90,1
23,1,0,1,32,3,6,1,0,64,1
7,1,1,1,31,3,4,1,0,51,1
7,1,1,1,31,5,8,1,0,82,1
23,2,1,1,33,4,9,0,0,84,1
4,1,1,1,33,3,2,1,1,63,1
4,1,0,1,28,4,2,1,0,53,1
7,1,1,1,33,4,5,0,0,55,1
24,1,1,1,27,4,3,1,0,52,1
22,2,1,1,41,5,14,1,0,71,1
2,2,0,1,38,2,4,1,0,71,1
2,2,0,1,41,3,2,0,1,79,1
22,1,0,1,32,5,3,1,0,88,1
7,2,0,2,33,4,3,0,1,80,1
19,1,1,2,38,5,7,0,0,75,1
7,2,0,1,36,5,8,1,0,58,1
2,2,0,1,47,5,18,1,0,69,1
22,1,1,1,31,1,6,1,0,56,1
16,1,1,1,29,5,4,1,0,48,1
11,1,1,1,27,5,4,0,0,86,1
7,2,0,1,43,4,7,0,0,70,1
7,1,1,1,27,5,2,1,0,87,1
2,1,1,3,37,4,13,1,0,82,1
2,1,0,1,33,5,9,1,0,50,1
16,0,1,1,24,5,2,1,0,48,1
22,1,0,2,28,4,1,0,0,88,1
7,1,1,1,42,5,8,1,0,71,1
22,1,1,1,28,4,4,1,0,47,1
5,1,0,1,31,5,5,0,0,72,1
2,1,1,1,41,5,12,0,0,87,1
23,1,1,1,35,4,3,1,0,83,1
2,1,1,1,37,4,14,1,0,46,1
30,1,0,1,32,5,6,0,0,70,1
22,0,1,1,30,3,6,1,0,50,1
10,2,1,1,35,5,10,0,0,67,1
4,2,0,1,34,3,5,0,0,65,1
1,2,1,1,41,4,11,1,0,58,1
4,1,1,1,35,5,4,1,0,62,1
7,2,0,1,35,5,10,0,0,83,1
29,1,1,1,28,5,3,1,0,49,1
22,2,1,1,30,5,3,0,0,74,1
2,1,1,1,36,5,4,0,1,75,1
2,1,0,2,32,3,7,1,0,59,1
15,2,1,1,35,5,9,1,0,49,1
27,1,0,1,27,5,2,1,0,78,1
9,1,1,1,30,5,8,1,0,81,1
2,2,1,1,30,5,2,1,1,53,1
2,2,0,1,33,3,3,1,0,68,1
7,2,1,2,41,3,9,0,0,68,1
2,1,1,1,32,5,7,1,0,49,1
2,1,1,1,56,3,17,1,0,53,1
7,1,1,3,26,3,4,1,0,99,1
13,2,0,1,38,5,2,1,0,68,1
2,2,1,2,56,4,14,1,0,84,1
7,2,1,2,40,3,11,1,0,51,1
2,1,1,1,58,5,14,1,0,80,1
27,1,1,1,27,3,1,0,0,69,1
26,1,1,1,38,4,3,1,0,69,1
11,2,1,1,39,3,9,0,0,83,1
10,2,0,1,32,2,5,1,0,64,1
15,1,1,1,23,3,2,1,1,52,1
4,1,1,1,40,5,2,1,0,50,1
29,2,1,1,30,3,4,1,0,54,1
2,1,0,1,31,3,5,0,0,81,1
2,2,1,1,41,4,2,1,1,98,1
23,1,1,1,27,4,4,1,0,96,1
10,1,0,1,29,3,3,0,0,82,1
22,1,1,1,27,3,1,1,0,77,1
22,2,1,2,46,5,8,1,0,61,1
2,1,0,1,35,5,6,1,0,56,1
2,1,1,1,40,3,6,0,0,74,1
7,2,0,1,38,5,4,0,1,72,1
11,1,0,1,30,5,5,1,0,80,1
31,2,1,1,43,3,7,1,0,71,1
15,1,1,2,34,3,9,1,0,61,1
12,1,0,1,27,4,4,1,0,61,1
20,1,0,1,28,5,4,1,0,60,1
22,1,1,1,26,5,2,1,0,82,1
2,0,1,1,40,5,12,1,0,80,1
2,1,0,1,28,3,4,0,0,60,1
22,2,1,1,38,3,4,0,1,78,1
7,1,0,1,32,4,2,1,0,60,1
13,1,1,1,27,5,2,0,0,74,1
7,1,0,1,29,5,6,1,0,90,1
2,1,0,1,36,3,8,1,0,70,1
2,1,0,1,51,3,11,1,0,58,1
2,1,0,1,40,4,3,1,0,50,1
2,2,0,1,33,3,2,0,0,80,1
16,1,1,1,32,3,3,0,1,62,1
19,1,1,1,41,3,6,1,0,85,1
31,1,1,1,28,4,3,0,1,84,1
31,1,1,1,27,3,4,1,0,58,1
22,1,0,1,26,2,3,0,0,88,1
2,0,1,1,22,3,2,1,0,47,1
2,1,1,1,37,3,10,0,1,76,1
11,2,0,2,39,3,7,1,0,56,1
27,1,1,1,36,5,7,1,0,57,1
30,1,1,1,27,5,5,1,0,82,1
15,0,1,1,39,3,11,1,0,64,1
2,1,0,1,35,3,4,0,0,82,1
10,2,1,1,31,5,7,1,0,51,1
14,1,1,1,40,4,2,1,0,54,1
9,1,1,1,31,3,5,1,0,82,1
7,1,0,1,40,4,5,1,0,52,1
28,2,1,1,32,3,7,0,0,65,1
22,1,0,1,28,3,2,0,0,59,1
31,2,1,1,42,3,5,1,0,62,1
2,2,1,1,39,5,3,1,0,55,1
2,1,0,1,34,5,7,1,0,71,1
27,1,0,2,36,1,4,1,1,63,1
2,1,1,2,35,3,6,1,1,70,1
14,2,0,1,41,5,2,0,0,78,1
21,1,1,1,28,3,1,0,0,61,1
15,2,1,1,40,5,6,1,0,61,1
25,2,1,1,35,5,5,1,0,46,1
13,1,1,1,49,5,4,1,0,49,1
25,1,1,1,31,5,3,1,0,78,1
31,1,1,1,37,5,3,1,0,67,1
23,1,0,1,30,5,6,0,0,82,1
22,1,1,2,34,4,8,1,0,81,1
13,1,1,1,37,5,6,1,0,53,1
2,1,0,1,28,3,2,1,0,69,1
13,2,0,1,33,3,7,1,0,69,1
31,1,0,1,32,2,4,0,1,96,1
24,1,1,1,28,5,4,0,0,83,1
22,2,1,1,34,3,7,1,0,61,1
2,1,0,1,28,3,1,1,0,97,1
20,1,1,1,26,5,4,1,0,61,1
26,1,1,1,27,3,2,1,0,77,1
28,1,1,1,30,5,3,1,0,83,1
2,1,1,1,27,3,1,0,0,73,1
7,1,1,1,26,3,3,1,1,83,1
30,1,1,1,31,5,5,1,0,82,1
30,1,1,1,30,1,5,0,1,86,1
22,1,1,3,33,3,7,1,0,62,1
22,1,1,1,32,5,7,1,0,78,1
22,2,0,1,35,3,8,1,0,63,1
22,1,0,2,34,3,3,1,0,64,1
1,2,1,1,49,3,15,0,0,64,1
4,2,0,1,37,5,4,1,0,49,1
2,1,1,1,26,5,2,0,0,61,1
2,0,1,1,22,3,1,1,0,45,1
28,1,1,1,37,3,8,1,0,48,1
22,2,0,1,46,3,4,1,0,60,1
22,1,1,2,27,2,4,1,0,84,1
4,1,1,1,31,4,8,0,0,65,1
15,1,1,1,28,3,1,1,0,60,1
2,1,1,1,31,4,7,0,0,88,1
7,1,1,1,28,5,2,1,0,60,1
29,2,0,1,33,5,5,1,1,97,1
17,1,0,1,27,5,3,1,0,94,1
8,2,1,1,31,5,5,0,0,85,1
20,2,1,1,37,5,2,1,0,55,1
25,1,1,1,27,5,2,1,0,47,1
14,2,1,1,40,3,8,1,0,65,1
2,2,0,1,44,5,5,1,0,75,1
22,1,0,1,27,3,1,1,1,63,1
7,2,0,3,37,5,11,1,0,61,1
29,1,1,1,34,5,5,1,0,89,1
2,1,0,1,26,2,3,1,0,70,1
2,1,1,1,27,5,3,1,0,94,1
7,1,0,1,34,5,2,0,0,83,1
7,1,0,1,38,5,4,0,0,83,1
5,1,1,1,36,5,7,1,0,55,1
8,2,0,1,37,5,9,1,0,59,1
30,1,1,1,31,5,5,1,0,61,1
2,1,1,1,35,4,9,1,0,62,1
22,1,1,4,28,3,1,1,0,94,1
22,1,0,1,27,3,1,0,0,68,1
23,0,1,1,40,5,10,1,0,52,1
22,1,1,1,27,5,2,1,0,51,1
2,1,0,1,58,4,19,0,0,91,1
15,1,0,1,31,5,2,1,0,96,1
29,1,1,1,25,3,1,0,0,81,1
8,1,0,1,29,5,6,0,0,90,1
13,2,1,1,41,4,11,1,0,94,1
7,1,0,1,31,3,5,1,0,83,1
23,1,1,1,35,5,10,1,1,64,1
22,1,0,1,26,3,3,0,0,86,1
13,2,1,1,36,5,4,1,0,57,1
26,0,1,1,24,4,2,1,0,84,1
25,1,1,2,30,3,3,1,0,76,1
19,1,0,1,35,3,5,0,0,84,1
7,1,1,1,28,5,2,1,0,69,1
4,2,0,1,42,3,10,1,0,62,1
2,2,1,2,44,5,6,0,0,80,1
